N,M,Precision,Recall,F1,Accuracy,Time,Features
20,0,0.8481435615005346,0.9968286513451111,0.9164948899188106,0.8467910544495193,522.5857062339783,"['prior_review_num', 'first_response_time', 'contrib_agree', 'inte_open', 'account_creation_days', 'contrib_perc_commit', 'team_size', 'open_issue_num', 'project_age', 'open_pr_num', 'pr_succ_rate', 'test_lines_per_kloc', 'stars', 'integrator_availability', 'description_length', 'lifetime_minutes', 'ci_latency', 'ci_failed_perc', 'commits_on_files_touched', 'num_comments', 'merged_or_not', 'project_id']"
19,1,0.8482596787099157,0.9967273996206677,0.9165198756065263,0.8468566287200054,1302.366061925888,"['prior_review_num', 'first_response_time', 'inte_open', 'account_creation_days', 'contrib_perc_commit', 'team_size', 'open_issue_num', 'project_age', 'open_pr_num', 'pr_succ_rate', 'test_lines_per_kloc', 'stars', 'integrator_availability', 'description_length', 'lifetime_minutes', 'ci_latency', 'ci_failed_perc', 'commits_on_files_touched', 'num_comments', 'first_pr', 'merged_or_not', 'project_id']"
18,2,0.8482505301190729,0.9966767737584459,0.9164931321912895,0.8468108792289686,437.58326411247253,"['prior_review_num', 'first_response_time', 'account_creation_days', 'contrib_perc_commit', 'team_size', 'open_issue_num', 'project_age', 'open_pr_num', 'pr_succ_rate', 'test_lines_per_kloc', 'stars', 'integrator_availability', 'description_length', 'lifetime_minutes', 'ci_latency', 'ci_failed_perc', 'commits_on_files_touched', 'num_comments', 'first_pr', 'core_member', 'merged_or_not', 'project_id']"
